"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NAE-246624-OLS-20,"The Catawba nation's Modernization of the Catawba Archives will purchase and install high-density shelving units for more collection storage space. The Catawba Nation will also consult an archivist and use the knowledge gathered to write policies and procedures to ensure continued success and execution of organizational efforts. In addition, they will digitize endangered microfilm and microfiche collections. This project will make all invaluable collections within the Catawba Archives easier to access in person and digitally. It will also address the need for modernization and organization of the Catawba Archives and its collections.",0,"Catawba Indian Nation",2020,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Rock Hill",SC
NAE-246625-OLS-20,"Fort Sill Apache Tribe will make the recorded voices of the Apache prisoners of war seized by the Geronimo in 1886 accessible to tribal library users. These recordings address Chihene Apache experiences on the Warm Springs reservation (circa 1870-1878), in the Mexican Sierra Madres with the Nednai Apaches (1881-1883), after seizure as Apache prisoners of war (1886-1914), and throughout the 20th century post-imprisonment Oklahoma life and federal tribal recognition (1914-1970s). This project will ensure long-term preservation of accurate and unbiased Apache history that is not captured in books.",0,"Fort Sill Apache Tribe",2020,"Native American Library Services: Enhancement Grants",$147976,"Office of Library Services",Apache,OK
NAE-246627-OLS-20,"The Match-e-be-nash-she-wish Band of Pottawatomi Indians will build their first archival and collections infrastructure that is digitally accessible by Gun Lake Tribal citizens, and leverage existing Gun Lake Tribal events and activities to increase the tribal community's awareness and access to the archives and collections, including the database and related initiatives and programming. This project will support the Tribal Historic Preservation Office's ability to adequately record and store the tribe's digital and physical documents and cultural artifacts. The tribal community will have access to a digital database that will allow them to engage with historical photos, documents, and other records, and gain a better understanding not only of the history and culture of the tribe, but also their own personal histories.",0,"Gun Lake Tribe",2020,"Native American Library Services: Enhancement Grants",$148963,"Office of Library Services",Shelbyville,MI
NAE-246631-OLS-20,"The Santa Clara Pueblo Community Library will bridge community information and literacy challenges through increased staffing, connectivity, and expanded access to digital resources through an improved library web page and year-round reading programs. The library will collaborate with tribal schools, community programs, and community members to create, promote, and provide educational services and materials, with a special emphasis on the history of the Pueblo. In addition, the library will offer program development, classes, events, tools, and resource development. Community members can encourage each other to increase their literacy activities by using a mobile library designated in specific housing communities throughout the Pueblo, learn dialogic teaching approaches to increase literacy skills, and contribute to an archive reflecting the impact of the 2011 fire and flooding that devastated the Santa Clara Pueblo.",0,"Santa Clara Pueblo",2020,"Native American Library Services: Enhancement Grants",$148375,"Office of Library Services",Espanola,NM
NAE-246635-OLS-20,"The San Pasqual Band of Mission Indians, in collaboration with the San Pasqual Education Department, will implement the ""Preserving Our Kumeyaay Culture"" project to preserve and revive the endangered Kumeyaay language and cultural histories for youth, families, and community. The San Pasqual Band of Mission Indians will record and preserve 32 oral stories with tribal elders and knowledge keepers, archive and implement fundamental cultural and material resources to help increase language and cultural knowledge, and create digital traditional stories that focus on making language interesting and engaging for the youth.",0,"San Pasqual Band of Mission Indians",2020,"Native American Library Services: Enhancement Grants",$132128,"Office of Library Services","Valley Center",CA
NAE-246639-OLS-20,"The Igiugig Village seeks to preserve the highly endangered Yup'ik and Dena'ina languages by documenting cultural knowledge and providing access to language learning materials. This project will archive 40 elder recording sessions in Yup'ik and Dena'ina languages, create 20 dual-language learning modules based on the subsistence cultural calendar, and increase public access to the Alaska Native language resources across the Lake and Peninsula Borough for both adults and children. This project will provide local libraries and schools with access to cultural immersion resources that do not currently exist in Yup'ik and Dena'ina languages. It will also create a permanent language archive to preserve this unique cultural knowledge for generations to come.",0,"Igiugig Village",2020,"Native American Library Services: Enhancement Grants",$149986,"Office of Library Services",Igiugig,AK
NAE-246642-OLS-20,"The Central Council of Tlingit and Haida Indian Tribes of Alaska (Tlingit and Haida) will increase access to Tlingit, Haida, and Tsimshian language learning resources by refining available digital services and programs, increasing preservation of and access to digitally born and digitized learning resources, and providing tools and capacity for tribal citizens and community members to engage in language revitalization efforts. Tlingit and Haida will obtain necessary staff, training, guidance, and assessment for the development of a digital archive, conduct formal consultation with key stakeholders, draft policies for receiving and handling digital resources, and create a digital archive portal focusing on indigenous language resources.",0,"Central Council of Tlingit and Haida Indian Tribes",2020,"Native American Library Services: Enhancement Grants",$128859,"Office of Library Services",Juneau,AK
NAE-246596-OLS-20,"The Ojibwa Community Library will expand and update the Library's Native American collection, enhance library programming and events, provide a space for Ojibwemowin learning and language resources within the library, and increase library hours and library staff. Through its ""Learning from our Past, Connecting to our Future"" project, the library will modernize materials to fill gaps in programs currently offered in the community and provide a space for community members to practice Ojibwemowin, particularly those who do not have a computer at home to access digitized language resources. Through these activities, the library will successfully revitalize interest in and education of Ojibwemowin history, culture, and language.",0,"Keweenaw Bay Indian Community",2020,"Native American Library Services: Enhancement Grants",$149311,"Office of Library Services",Baraga,MI
NAE-246597-OLS-20,"The Huna Totem Corporation, in collaboration with the Huna Heritage Foundation, the Alaska State Libraries, Archives, and Museums, and Washington State University, will apply Society of American Archivist standards to its archive collection by processing, describing, arranging, and creating finding aids and a database. The project will also create new content for the collection by conducting 10 oral interviews with community elders. The goals are to preserve Tlingit elders' knowledge for current and future generations, provide a missing piece of Tlingit history, and document clan belongings that hold traditional and cultural stories. Stakeholders will have access to local history and culture through audio and video recordings, photographs, and print materials of Hoonah culture and history that are held in a repository.",0,"Huna Totem Corporation",2020,"Native American Library Services: Enhancement Grants",$149993,"Office of Library Services",Juneau,AK
NAE-246599-OLS-20,"The Chippewa Cree Tribe of the Rocky Boy Reservation will enhance the operations of the community library for all community members by increasing public access to cultural archival materials, community records, and databases and research material. The library will improve technological capacity for community members, many of whom are low-income and do not have computer access at home. The library will also increase programming and cultural events, including hosting 12 library community events with at least half having a cultural education focus, including those with a Native American author, artist and speaker engagements, three day-long workshops with local craftsmen, a Rocky Boy's Got Talent show, and summer reading program.",0,"Chippewa Cree Tribe",2020,"Native American Library Services: Enhancement Grants",$83454,"Office of Library Services","Box Elder",MT
NAE-246603-OLS-20,"Koniag, Inc. will partner with the Alutiiq Museum and Archaeological Repository to develop and share Alutiiq history resources in the Koniag Cultural Library. The Quliyanguarpet ""Our Story"" project will create two books, an Alutiiq storybook for elementary school student and an Alutiiq history book for high school students and the public. Written by local experts, the books will include cultural imagery and Alutiiq vocabulary and be professionally designed and edited, reviewed by elders, educators, and community members, and published in both print and digital versions for free distribution under a Creative Commons license. Alutiiq Museum will create four lesson plans tied to state social studies standards and two video presentations for educators. The project will develop and share trustworthy library resources to promote life-long learning among students, educators, tribal members, and the public.",0,"Koniag, Inc.",2020,"Native American Library Services: Enhancement Grants",$116389,"Office of Library Services",Anchorage,AK
NAE-246606-OLS-20,"The Tohono O'odham Nation, in collaboration with the Tohono O'odham nation's Department of Information and Technology, will expand digital access, capabilities, and library resources to community members who are not able to come to the library in person. The library will purchase and lend 15 laptops and 15 Wi-Fi hotspot devices. It will offer this service to library customers, community members, and students. The laptops and Wi-Fi hotspots will address connectivity issues that hinder access to information and job skills development, while also lessening the homework gap financially disadvantaged students face.",0,"Tohono O'odham Nation",2020,"Native American Library Services: Enhancement Grants",$37769,"Office of Library Services",Sells,AZ
NAE-246608-OLS-20,"The Mohegan Tribe of Indians of Connecticut's ""Story-Keeper, Seed Keeper"" project will create a physical and digital Native seed library at the Mohegan Library and Archives and two sustainable indigenous plant gardens at Tantaquidgeon Museum. This project will facilitate tribal community education about indigenous herbs, Native food crops, ceremonial medicine, environmental, and sustainability practices, and plant stories and traditions passed on by historic Mohegan farmers, gardeners, gatherers, writers, and storytellers, such as Samson Occom, Fidelia Fielding, and Gladys Tantaquidgeon. Activities include training community members in indigenous food sovereignty issues, tribal planting traditions, completing five tribal workshops per year, using garden exhibits for public education, and distributing seeds to at least 30 tribal citizens and 30 citizens of surrounding tribes.",0,"Mohegan Tribe",2020,"Native American Library Services: Enhancement Grants",$131302,"Office of Library Services",Uncasville,CT
NAE-246610-OLS-20,"The Ak-Chin Indian Community library will introduce the community to the latest advances in robotics and artificial intelligence by incorporating these technologies into current and new library and language programs. The library will purchase two robots, one for the library and the other for the language department. The library will use the robot to assist its response to the COVID-19 pandemic by delivering materials to library visitors through their curbside service program, reminding visitors to wash their hands, practice social distancing, wear a mask, and stay home if they are feeling sick. The library will also use the robot in programs such as their coding club and weekly preschool story time programs. The goal of the project is to better grasp and prepare for the future by increasing access to integrating technology in current library and language programs.",0,"Ak-Chin Indian Community",2020,"Native American Library Services: Enhancement Grants",$86711,"Office of Library Services",Maricopa,AZ
NAE-246612-OLS-20,"The Makah Indian Tribe of the Makah Indian Reservation will increase interest and knowledge about Makah culture and history through educational services and opportunities for Makahs, Neah Bay community members, patrons, and distant learners. A Makah historian will provide four virtual bilingual lectures and record them to be added to the Library's archives. This project will also digitize and edit at least 40 analog videos, edit at least 70 hours of video recordings into 5-minute segments, and record 12 elders to capture their knowledge and ideas. Project staff will upload videos on the free web-based Makah portal that learners can access on any device and make them available on DVDs for learners who do not have access to computers or internet.",0,"Makah Indian Tribe",2020,"Native American Library Services: Enhancement Grants",$149345,"Office of Library Services","Neah Bay",WA
NAE-246615-OLS-20,"The Pokagon Band of Potawatomi will provide educational programming for Pokagon elders with the goal of promoting lifelong learning. The program will increase elders' computer skills and use of the physical and online Simon Pokagon Memorial Research Library resources. This program also will offer a combination of online and in-library trainings on the Indian Child Welfare Act, the Court Appointed Special Advocate program, substance abuse and mental health, individual education plans, and the Native American Graves Protection and Repatriation Act. The project will also support language revitalization efforts by developing Potawatomi-specific language and culture educational materials for Pokagon children, including online language games and storybooks, as well as physical kits with coloring books, games, and posters. Pokagon families, community language classes, and the Band's preschool academy will use the materials.",0,"Pokagon Band of Potawatomi",2020,"Native American Library Services: Enhancement Grants",$149948,"Office of Library Services",Dowagiac,MI
NAE-246616-OLS-20,"The Eastern Shawnee Tribe of Oklahoma will renovate a school bus, donated by the police department, to a book bus. The ""Jen Jen"" book bus library will promote library services and increase circulation of books, eBooks, and audiobooks, as well as educational programming. The project will benefit 682 citizens within a 50-mile radius of tribal headquarters, with a goal of serving and positively impacting all 3,438 tribal citizens across U.S. in the future. The Eastern Shawnee Tribe of Oklahoma will create an early childhood STEM program, technical education opportunities for toddlers, tribal youth, and tribal elders, and access to iPads for reading eBooks and/or listening to audiobooks.",0,"Eastern Shawnee Tribe of Oklahoma",2020,"Native American Library Services: Enhancement Grants",$134164,"Office of Library Services",Wyandotte,OK
NAE-246617-OLS-20,"The United Keetoowah Band will partner with SIL International to pilot a community-based spoken language learning program with Keetoowah adults, youth, and children to revitalize interest in and preserve the Keetoowah language. The program will foster 24 language apprentices and eight masters in a two-year program, 300 tribal members will engage in related language exposure opportunities, and the project team will create collateral, including an entry-level language learning kit, a language learning guide, and an advance language learning resource. The program will address limited use of spoken Keetoowah language in Keetoowah homes, limited knowledge of planning and facilitating language learning, and lack of language-learning opportunities.",0,"United Keetoowah Band of Cherokee Indians",2020,"Native American Library Services: Enhancement Grants",$144059,"Office of Library Services",Tahlequah,OK
NAE-246618-OLS-20,"The Sealaska Heritage Group will archive the Dauenhauer Literary Estate and make it available for Tlingit language speakers, learners, students, teachers, and the public to access for research and educational purposes. The collection is comprised of 275 linear feet of documents created by Nora and Richard Dauenhauer, Tlingit scholars who spent four decades working with fluent Tlingit speakers. The archivist will digitize 2,700 documents, made available online through Profio, build a finding aid for the collection, and create the ""Lingi't Shkalneegí-Lingi't Tundata'ani: The Lifework of Nora and Richard Dauenhauer"" archival resource guide. The archivist and research specialist will deliver lectures during the Sealaska Heritage Group annual Native American Heritage Month lecture series.",0,"Sealaska Corporation",2020,"Native American Library Services: Enhancement Grants",$149871,"Office of Library Services",Juneau,AK
NAE-246594-OLS-20,"Shoshone-Bannock Tribes of the Fort Hall Reservation will rebuild library services and infrastructure that was destroyed when the Library's roof collapsed in a natural disaster. The Shoshone-Bannock Tribes will hire new library staff, purchase new equipment, purchase new content, establish new educational programming, and monitor performance measures to make program changes as needed. This project will address the low educational achievement of the reservation's low-income and underserved Native American population by facilitating lifelong learning and literacy, with a special emphasis on school-age children. The library will increase literacy capacity and resources for the Shoshone-Bannock Tribes, literary confidence among participants, and understanding of their history and culture.",0,"Shoshone-Bannock Tribes",2020,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Fort Hall",ID
NAE-246595-OLS-20,"The Menominee Indian Tribe of Wisconsin will create and self-publish a series of books to encourage fluency in and preserve the Menominee language. Library staff will work with a trained immersion teacher to create eight simple books, four picture books, and one book of short stories with phonetic pronunciation and English translation for juvenile readers. The book of short stories will consist of original content from the Menominee people, collected from two Kataes esehcekasiq (Let's Do Things Together) Family Program (KEFP) writer's workshops hosted by the library. The project will allow books to be purchased and made available to the library, families with infants attending the immersion rooms at the Menominee Tribal daycare, elementary children attending reservation schools, and families that participate in KEFP.",0,"Menominee Indian Tribe of Wisconsin",2020,"Native American Library Services: Enhancement Grants",$149889,"Office of Library Services",Keshena,WI
NG-03-19-0216-19,"The Citizen Potawatomi Nation Cultural Heritage Center (CPNCHC), in collaboration with the Oklahoma Historical Society (OHS), will continue digitization of documents and other materials associated with allotted land given to Potawatomi in 1872 and 1887 to increase access to cultural materials to Tribal members who live too far away to make regular trips to visit either the CHC or OHS or lack internet connectivity or reliable modes of transportation, often stemming from poverty. OHS staff will assess, scan, and digitize documents of Potawatomi members to send to the CPNCHC Library, which library staff will formally assess and the CPN IT Department will migrate to allotment and genealogical databases. Data testing by IT, the CHC Family History Specialist, and the Archives & Librarian Manager will ensure what the community receives is high quality and easily accessible. Published databases and a digital portal will help increase understanding about culture, heritage, identity, ancestry, and history.",0,"Citizen Potawatomi Nation",2019,"Native American Library Services: Enhancement Grants",$107179,"Office of Library Services",Shawnee,OK
NG-03-19-0217-19,"The Choctaw Nation of Oklahoma (CNO) will hire a fulltime librarian to assist Jones Academy students both during and after school hours as well as update the Library's technology to accommodate an ever- expanding digital learning arena. State of the art Smartboards will be incorporated as well as tablets for students to engage in learning after classroom hours. Implementation of this project will take one year but the impact will last for many more with an expected increase in students' understanding, interest, and confidence in using the new library resources. ",0,"Choctaw Nation of Oklahoma",2019,"Native American Library Services: Enhancement Grants",$149845,"Office of Library Services",Durant,OK
NG-03-19-0200-19,"The Jemez Pueblo Community Library & Archives (JPCL&A), in partnership with the Jemez Language Team, will help younger tribal members learn the art of making items that are necessary for participation in traditional Jemez cultural activities, such as ancestral dances and traditional games. A series of 12 workshops, with topics alternating between traditional items appropriate for female and male community members, will be held. Each month that follows, a workshop will be reserved for video post-production and archiving of digital materials in the library, under the supervision of the Language Program Coordinator who will train high school interns in videotaping, video editing, and archival content management. Participants will no longer feel left out because they don't have the proper attire or accoutrements, gaining self-esteem and confidence. This will strengthen youth's resolve to continue maintaining the Jemez way of life, which can only lead to a stronger community into the future and passing these skills on to other community members.",0,"Pueblo of Jemez",2019,"Native American Library Services: Enhancement Grants",$146388,"Office of Library Services","Jemez Pueblo",NM
NG-03-19-0202-19,"The Chippewa Cree Tribe's Stone Child College will increase public access to cultural archival materials and community records as well as increase community programming to provide more cultural events and, therefore, attract more community members into the library. The proposed work addresses community needs such as improving access to educational and general information materials for the community in a central location; expanding library offerings as part of an overall library expansion effort; improving the community's ability to access culturally- and historically-significant materials currently held in the library's archives; and improving technological capacity for community members, many of whom are low-income and do not have computer access at home. Project activities include purchasing supplies and software for digitizing; expanding the archive collections; and building community knowledge of the library and its offerings through twelve (12) community events. Outcomes include increased visitorship, awareness of resources, and reduced negative perceptions.",0,"Chippewa Cree Tribe",2019,"Native American Library Services: Enhancement Grants",$90130,"Office of Library Services","Box Elder",MT
NG-03-19-0205-19,"The Chilkat Indian Village of Klukwan (CIV) Community and School Library will gather and record elders' knowledge of Chilkat Tlingit protocols in order to document, preserve, and offer increased access to this information and increase knowledge about CIV heritage and protocols, revitalizing their use by clan leaders, in clan houses, and ceremonies. Audio and video interviews with elders and clan leaders will be used to create 12 recordings/films and 3 books to be checked out at the library or requested through interlibrary loan and copies will also be held in the Tribal Archives and at the Heritage Center. Tribal elders and clan leaders will have increased opportunity to contribute information to document protocols for future generations. The project audience, including tribal members, Klukwan and area residents, researchers, online patrons, and future generations, will have increased access to tribal cultural information and locally created cultural resources that preserve cultural knowledge. In addition, tribal members will use library resources to increase their knowledge about tribal traditions and culture and project staff will increase their knowledge and skills through a mentoring program.",0,"Chilkat Indian Village",2019,"Native American Library Services: Enhancement Grants",$128601,"Office of Library Services",Haines,AK
NG-03-19-0206-19,"The Winnebago Tribe of Nebraska will create a series of video learning materials which document, preserve, and contribute to the revitalization of Winnebago language, cultural practices, and traditional knowledge to address a rapidly growing population of young people but small and rapidly declining population of Elders who are able to pass on traditional cultural knowledge to youth. The project will address the Winnebago community's need to create textual records of living Elders' knowledge of the Tribe's history, language, cultural values, and traditional practices, for circulation among Tribal members, particularly youth and future generations. Staff from the Tribe's Angel DeCora Museum and Renaissance Language Program and a film production company will document public events centered around language use during cultural activities and private interviews with Tribal members on the Winnebago Indian Reservation to produce a 20-minute documentary on Winnebago language, culture, and history. Through screenings of the film at the Angel DeCora Museum, the Tribe will also reach non- Native residents of, and visitors to, the Winnebago Indian Reservation.",0,"Winnebago Tribe of Nebraska",2019,"Native American Library Services: Enhancement Grants",$149567,"Office of Library Services",Winnebago,NE
NG-03-19-0207-19,"The Saginaw Chippewa Indian Tribe's project will strengthen community members' identities as readers and writers and the entire community's identity as literacy-rich through a connection with Indigenous creators and traditional culture and language; a focus on the importance of literacy; and addressing community member desires to embrace literacy and share their knowledge, creativity, and talents in the form of books. Through the book creation process, which involves exploration, analysis, and questioning, participants will cultivate critical thinking, creativity, communication, and collaboration. The project includes the development, implementation, and evaluation of workshops, events, tools, resources, and other related services to empower community members to create their own books to promote reading and authorship. It will support and encourage connection with traditional culture and language; provide guidance, information, and the opportunity for community members to learn about the process of and possibilities for creating their own books; and programs that celebrate traditional culture and language. Outcomes includes participants connecting with traditional culture and language; positive associations with reading; increased confidence; and connections between community members and authors, illustrators, and others in mentor roles.",0,"Saginaw Chippewa Indian Tribe",2019,"Native American Library Services: Enhancement Grants",$145162,"Office of Library Services","Mount Pleasant",MI
NG-03-19-0209-19,"The Yerington Paiute Tribal Library will help tribal members and families build self-esteem and self- identity; understand that cultural ways are just as important as education; and teach healthy eating habits to prevent diabetes among youth and help tribal members overcome barriers to access traditional foods and increase local healthy and traditional foods. The twelve-month project will bring underserved families together to unite traditional and new knowledge and embrace the importance of literacy, family harmony, culture and educational growth through literacy enhancement, monthly cultural activities, and workshops on traditional plants with hands on training in the hoop house. The project includes retaining and preserving the traditional seasonal activities and life-ways of the indigenous people of the Yerington Paiute Tribe (YPT) while serving residents and Tribal members of all ages who live on the reservation and colony of the YPT as well as tourists and other visitors to the community.",0,"Yerington Paiute Tribe",2019,"Native American Library Services: Enhancement Grants",$146326,"Office of Library Services",Yerington,NV
NG-03-19-0210-19,"The Poeh Cultural Center Archives and Library will preserve and organize archival resources, to promote better access by Tewa peoples and other interested parties as well as monitor and increase foot traffic to the archives to increase the utilization of materials by community members and other interested individuals and organizations for important cultural, familial and historical purposes. The project includes contracting with key archives consultants to plan and guide the organization process; hiring an Archives consultant and museum interns to assist the first phase of this process, including developing the system of finding aids; provide training to the Archives personnel; and purchase necessary equipment and supplies that will allow the Poeh to preserve its archives with the same materials, policies, and procedures utilized by larger institutions like the National Archives.",0,"Pueblo of Pojoaque",2019,"Native American Library Services: Enhancement Grants",$123439,"Office of Library Services","Santa Fe",NM
NG-03-19-0212-19,"The Enterprise Rancheria Tribal Library will document, preserve and share elders' stories and create an intergenerational bridge with tribal members of all ages to increase knowledge about and interest in cultural heritage and traditional knowledge through digital media and enhanced library services. The project will focus on digital recording of interviews with elders and other tribal members using storytelling to pass on information about their life experiences and knowledge. The Library will host storytelling events during traditional celebrations such as the Calling Back the Salmon time, monthly elders gathering, monthly youth and culture meetings, quarterly general membership meetings and other community events. The Tribe will collaborate with the Ipakanni Early College Charter school to post audio and video interviews on a web site to be developed by the youth committee with support of this grant and interviews and stories will be preserved on digital media to be checked out at the library and protected in the Tribal Archives.",0,"Enterprise Rancheria of Maidu Indians",2019,"Native American Library Services: Enhancement Grants",$93680,"Office of Library Services",Oroville,CA
NG-03-19-0214-19,"The Tolowa Dee-ni' nation's (TDN) two-year project will establish a physical and digital native plant and seed library and a propagation nursery, which are essential to support tribal and community education about local indigenous environmental practices, language, and cultural traditions. Outcomes for the project consist of completing site plans, establishing annual schedules, harvesting cuttings, seeds, and juvenile plants of at least 30 native species, planting at least 30 native species, completing four seasonal workshops per year, completing all earthwork and infrastructure projects, propagating at least 50 of each 15 species each year, cataloging a digital and physical seed library with native, annual, and perennial food seeds and distributing seeds to at least 50 tribal citizens, as well as developing 30 specific QR codes. Participant outcomes include being able to identify at least 10 native plants, access to seeds for eases in knowledge of traditional cultivation and propagation practices, and increased Tolowa plant word proficiency. The library and nursery will preserve invaluable cultural information, revitalize community understandings of Tolowa practices, and support the tribe's sovereignty mission for residents living within a tri-county area in Northern California and Southern Oregon, which includes one of the largest Native American populations in California and some of the most impoverished groups of people.",0,"Tolowa Dee-ni Nation",2019,"Native American Library Services: Enhancement Grants",$149980,"Office of Library Services","Smith River",CA
NG-03-19-0226-19,"The Absentee Shawnee Tribe of Oklahoma will expand and enhance the tribal library services in response to requests by Absentee Shawnee Tribal members for increased library, cultural, and language services. The project includes hiring a Tribal Librarian; contracting with a professional to conduct an assessment of the Absentee Shawnee Tribe library and services, and producing a report that outlines the current status of library services and recommendations for modification; re-introducing Shawnee language and culture classes; adding genealogy software and resources for patrons; and further enhancing staff knowledge through professional development and networking with other tribal library and cultural preservation professionals. In addition, the project will expand outreach efforts in the areas of information, promotions, and activities, so that accessibility to services is increased. Outcomes include increased participation in library activities; expanded awareness of Shawnee Tribe and shared Native culture; increased access to Shawnee language learning opportunities; more accessible genealogical tools and assistance; more potential for intergenerational participation in activities; and a chance for children and youth to be exposed to Native culture in a safe, creative and cultural environment.",0,"Absentee Shawnee Tribe of Oklahoma",2019,"Native American Library Services: Enhancement Grants",$53004,"Office of Library Services",Shawnee,OK
NG-03-19-0227-19,"The Karuk Tribe will expand and enhance the Tribal Libraries network; strengthen strategic partnerships between 3 tribal communities; peak youth's learning interest with peer-produced Karuk language videos; and increase access to both physical and virtual language resources, following established best practices and Karuk protocols. Project activities challenge a widely expressed, ongoing struggle: with 4 first language speakers and 10 second language speakers, the Karuk language is at a critical stage of survival. Activities include development of thematic language lesson video clips and workshops at the computer center with the goal of increasing intergenerational knowledge transfer, youth's language learning interest, and the technology skills of both library staff and youth.",0,"Karuk Tribe",2019,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Happy Camp",CA
NG-03-19-0228-19,"The Muscogee (Creek) Nation (MCN) National Library and Archives will offer traditional arts classes to twenty-five MCN communities to encourage the development of new artisans and teachers to ensure the preservation of the unique Muscogee ways of stomp dance, basketry, pottery, moccasins, finger weaving, beadwork, traditional food making, and more. The two-year project includes the development of policies related to accessing the library along with traditional art classes for MCN Citizens that will encourage the preservation of the Muscogee ways.",0,"Muscogee Creek Nation",2019,"Native American Library Services: Enhancement Grants",$50832,"Office of Library Services",Okmulgee,OK
NG-03-19-0229-19,"The Jamestown S'Klallam Tribe will hire a professional exhibition design consultant and obtain materials needed to create an exhibition space inside the Jamestown S'Klallam Tribal Library. Established in 1988, it currently houses books, photographs, and other important pieces of Tribal history. Most of these artifacts are not currently available to the public in physical form. There have been numerous requests from Tribal Citizens and the general public to increase access to cultural and historical items of interest. The Tribe has recently committed funds to expanding the current library building to include a library and exhibit space. The exhibit space addition will provide a physical space to share the Jamestown S'Klallam Tribe's collection with Tribal Citizens, descendants, local schools and the general public. The new exhibit space will include cultural and historical artifacts related to the history of the Tribe and other tribes on the Olympic Peninsula.",0,"Jamestown S'Klallam Tribe",2019,"Native American Library Services: Enhancement Grants",$149989,"Office of Library Services",Sequim,WA
NG-03-19-0230-19,"The Grand Traverse Band of Ottawa and Chippewa Indians' Heritage Library will expand library hours for the community at the main campus and the satellite offices (Little Libraries,) while designating a section of the library as a maker space and providing maker space kits for educational programming and increasing literacy/storytelling opportunities for children up to five-years old. Project activities include creation and delivery of a storytelling educational series for parents of children age zero through five years old at the main campus and satellite locations; development of surveys for patrons and providing programming according to interests and resource availability; developing a section of the library for a maker space and create rotating maker space kits for the satellite offices (MS Kits); developing a quarterly themed schedule of educational programming and providing assistance to families who participate; and promoting library programs as well as professional development for library staff.",0,"Grand Traverse Band of Ottawa and Chippewa Indians",2019,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Peshawbestown,MI
NG-03-19-0221-19,"The Tuolumne Band of Me-Wuk Indians will create an official and tribally sanctioned history of the Tuolumne Me-Wuk People to share with the state and with its neighbors by gathering materials relating to the Me-Wuks from throughout the state's various archives, museums and libraries in response to the State of California's Assembly Bill 738, which has invited federally recognized tribes to prepare comprehensive histories for inclusion in the state's public-school curriculums. The Tribe will create a comprehensive collection of documents pertaining to its history by gathering information at libraries and archives that are known to hold Me-Wuk records, documents, recordings, images, or objects; catalog and make obtained copies available at the Me-Wuks Education Department's library stacks; conduct interviews with identified elders, members and individuals; catalog the interviews with transcripts and make them available to researchers; engage in community-wide discussions and vetting of a draft Tuolumne Me-Wuk History and obtain Community Council sanction for the resulting history; and share the sanctioned history with the State of California as well as assist in the integration of the history into the school curriculums with an emphasis on collaboration with the local school districts.",0,"Tuolumne Band of Me-Wuk Indians",2019,"Native American Library Services: Enhancement Grants",$145922,"Office of Library Services",Tuolumne,CA
NG-03-19-0222-19,"The Pueblo of Isleta's Department of Cultural and Historic Preservation will develop resources from a large, unorganized collection of historic records to make them understandable and accessible by being inventoried, catalogued and revealed in a way that replicates Isleta's ancestral homeland as a source of tribal history as well as develop programs and events that promote activities and introduce these resources to the community. The Department of Cultural and Historic Preservation will work in cooperation with Isleta's Department of Education and community Elderly Center to accomplish its goals. Measures of success include the size and enthusiasm of audiences that attend meetings, lectures, and public events, tracking if messages are getting across by informally questioning people, and using formal, written surveys.",0,"Pueblo of Isleta",2019,"Native American Library Services: Enhancement Grants",$149544,"Office of Library Services",Isleta,NM
NG-03-19-0223-19,"The Wyandotte Nation will engage tribal citizens and the community through Project W.I.L.L. (Wyandotte's Increasing Learning at the Library,) which features activities that promote reading in order to create a nation of learners. The two-year project is designed to help library patrons and community-based users access literature through: creating, maintaining, and sustaining a Little Free Library book exchange program; coordinating and conducting STEM classes; enhancing a Book Club; and implementing a Summer Youth Library Program. The intended audience for the activities are primarily preschoolers and native youth; however, project activities will also reach adults and elders within the rural, tribal community. Intended outcomes of the project will result in measurable changes via surveys and interviews - and outcomes including increases in understanding, interest, and confidence for our targeted audience.",0,"Wyandotte Nation",2019,"Native American Library Services: Enhancement Grants",$111855,"Office of Library Services",Wyandotte,OK
NG-03-19-0225-19,"The Fort Belknap Indian Community Council's Aaniiih Nakoda College Library (ANCL), which serves as the public library for the Fort Belknap reservation and the academic library for Aaniiih Nakoda College, in collaboration with community partners and the Fort Belknap Substance Abuse Community Coalition, will address Fort Belknap's substance abuse crisis. ANCL will provide information resources, educational programming, and outreach activities to build awareness, knowledge, and self-efficacy among community members in the areas of substance abuse prevention and treatment. The two-year project will alternate monthly events with local speakers addressing specific aspects of substance abuse, prevention and/or treatment, and hands-on teaching/learning activities focused on Aaniiih and Nakoda language and lifeways. Outreach for all three reservation communities, Fort Belknap Agency, Hays and Lodgepole, will have special emphasis placed on youth. Outcomes include increased community awareness of, and participation in, library-sponsored programming and program-specific subject matter related to substance abuse and Aaniiih and Nakoda culture as well as increased use of library resources and sense of self-efficacy among reservation youth.",0,"Fort Belknap Indian Community",2019,"Native American Library Services: Enhancement Grants",$143407,"Office of Library Services",Harlem,MT
